reviewid,username,userimage,content,score,thumbsupcount,reviewcreatedversion,at,replycontent,repliedat
gp:AOqpTOHbBVeONsPfgv5yQoVLxwRNCpiqc4iWzzH7pxCrjQPc68hy7mFJ7gNsNNupFfRS_wkRk8bzzi6Mb8a6_No,Ingrid Pop,https://play-lh.googleusercontent.com/a-/AOh14Ggu3CELvviAjGXdl8kJNKcpiac_jrabbdeeJlGPmGg,Its fun,5,0,1.60.0,2020-06-30,"Hey Ingrid, we're so glad you love Drop! Thanks for being a faithful Drop member :)",2020-07-06 15:30:05
gp:AOqpTOG8wqSOUJjzJ9NVN6hYn6a77lrI0rzEQirLB8WqB20rBvWYS-pDBx-AGjAWRb2MFoIEr27tpUxufZYzEPA,Jazmin Cardenas,https://play-lh.googleusercontent.com/a-/AOh14GjIbdF6CWG2ID6nr6jWFsdhZ8-CyEUOWZyOIF-BLLU,Excellent,5,0,1.60.0,2020-06-29,"Thanks for much for your great review, Jazmin! :)",2020-06-29 16:28:52
gp:AOqpTOFCnB2NvSRVrEgu1Pnl5eYD8F1W92cywb0NXlq23FJH_9iN5xsPRSAjXIrHpnkPJSUOmDDtEl4vHDK4Qak,Senthuran Mah,https://play-lh.googleusercontent.com/a-/AOh14Ggj9b4KvKDqCTDl37QFsZliTuRIx3FNMS6Wl3b5rMo,"Wow, came back to this app after a long time and everything has changed. They removed their main feature which is linking your card and automatically earning points from certain stores. I loved that feature.",1,1,1.58.1,2020-06-02,"Hey there! We’re excited to introduce Flash Deals, the takeover of Power offers, designed to feature brands we know you’re going to love. Similar to Power offers, you’ll shop with a linked card. For more info, please email us support@joindrop.com and reference your review. Thank you!",2020-06-04 15:49:04
gp:AOqpTOEsOI6lmIOIQ21iI4SmblGdWfIty8y2H8QzIGBWepN0WjtKM90CDakmEIpggk3hwxHgg0GbZLhBip92Gas,Peter V,https://play-lh.googleusercontent.com/a-/AOh14GiREKoKmnwDCuDeF5DoQa4N-KxXKwHzXJiYkkp_,App is so glitchy and doesn't work most of the time. They removed the power offers which is why I used this app for a long time. Best return to the basics before you become obsolete...,1,0,1.58.1,2020-06-08,"Hi Peter! We’re working hard to make this the best app it can be, and we couldn’t do it without the feedback from members like you. We would love to hear more at support@joindrop.com if you have time to go into more details! Be sure to reference this review to help us keep track of your case. Looking forward to hearing from you!",2020-06-08 15:16:53
gp:AOqpTOERFmegsrBJkIuslMIWhLUYcQZdtObNCYZGVJlzSCCqql6Fx0qPDJE_6z-XYiPmLO03iDnHFKu8B7It7iI,Sisi Bee,https://play-lh.googleusercontent.com/a-/AOh14Gig5xgw8mX2mRygzAROYop0ZjxPTQEKw7fv9k5t,I don't know why they keep changing the amount you are able to cash out. It's not counting all of my purchases that I make.,1,0,1.58.0,2020-04-26,"Hey Sisi! Oh no, that sounds like something we should look into for you! Could you please send us an email to support@joindrop.com? If you reference your username here, or this review, that will help us make sure we have all the information to get started on investigating this. Hopefully, we can straighten everything out!",2020-04-30 17:30:00
gp:AOqpTOHR1820TwbjHblgpcIKvuYLOtzdT8a5RHs-WZEQZCAu5wBDB_jfMzcGSeHtUFEzSDV91YMoT1Btv0pJCxE,Smadar Shemmesh,https://play-lh.googleusercontent.com/a/AATXAJwMIxODnk4dWpPOp8E-b3HsjPjkeCMYLIuDhQD-=mo,Very Rewarding!!!,5,0,1.58.0,2020-04-29,"Hey Smadar, thanks so much for your great review! We're so glad Drop could help make your life more rewarding. :)",2020-05-01 15:09:08
gp:AOqpTOH5cLsfOg-MxmtoAcSHL_rgAJdL6lpprOsHg_ELL77LSfrkBnAwlHSa-UIbubOzdu6QOW2nFHXkREmzx1s,Natasha Mantello,https://play-lh.googleusercontent.com/a/AATXAJzTkHH75vZ9kOlpi3VfJWTm1yCQeIby-E-dO1TL=mo,Great app! They have really kicked up the amout of places to get points... Only prob is now you can't redeem for small amounts anymore.. Kinda getting nothing again like every other app... It's not for the consumer anymore....it's a shame,4,0,1.56.0,2020-03-25,"Hey Natasha, thanks for sharing your feedback. Our offers and rewards change from time to time, and we have rolled out a lot of new exciting ways to earn more points: contests, arcade games, offers over 25,000 points, referral bonuses (now at 10k points!) and more. Please reach out to us at support@joindrop.com for tips on earning with Drop!",2020-03-27 09:44:28
gp:AOqpTOFkZM2nldNqTjPiHhhaBDnv8fqsqEyVrfBTDZou0uMkyi6BXKVX63820mLiN2zvwz4txu2DnVKuR8qTJfc,Tiarra Henderson,https://play-lh.googleusercontent.com/a-/AOh14GiWu9NZVB2j9WObrtombn9v9IIEzg2eRJS-ENCVkQ,"Not happy. I'm missing points more often now. Customer support really hasn't helped. I've linked and unlinked my card so many times and nothing. If I receive my points from Nike, I'm cashing out and deleting. I've been with drop for over a year, but it's getting ridiculous. Not to mention Drop is the reason I was locked out of my online banking account.",1,0,1.56.0,2020-03-29,"Hey Tiarra, sorry to hear of your experience with card-linking. The good news is that card-linking is no longer required to enjoy the many benefits of receiving points and rewards with Drop! Please contact us at support@joindrop.com to learn more.",2020-04-02 13:24:49
gp:AOqpTOFidlO3USt02IDum8YUP-FOdK91X64loJQ01P5qJq5wd6BPgkB44rezeOVNt1jjA1LC1z12pn6wPcPJcqU,S Vwj,https://play-lh.googleusercontent.com/a/AATXAJwtTAvRDCaoS7j243Q5sbi-F-Mcu3QciHKwRq-d=mo,My point haven't been updating lately. What's going on app?? My card is still connected to my drop account but no update on point once shop in store. Been months.,1,0,1.56.0,2020-03-26,"Oh no, that sounds like something we should look into for you! Could you please send us an email to support@joindrop.com? If you reference your username here, or this review, that will help us make sure we have all the information to get started on investigating this. Hopefully we can straighten everything out!",2020-03-27 09:41:13
gp:AOqpTOGCS0RufTShxE0akmesxHwWBIUEWKBFxo_ar5iKaJzrLKy7-MFy5BICb6qMuPHR2AVH8Vyk-4vG1w3TvrU,Micheal Bugeja,https://play-lh.googleusercontent.com/a/AATXAJxE6rq-TQh6oNBoy0O6z3fbOHyp6TjOMnaYwQ71=mo,Links are fixed! And great customer service,5,0,1.56.0,2020-03-30,"Hey Micheal! So glad to hear that you had a great experience with our support team. We're always here if you need us :)
Hope you have a great day!",2020-04-02 13:20:28
gp:AOqpTOEoW1u_70faJ8HykcPu8vTVMU-O1s4eTe_-NuIYt7BGb5zxRHfYZs3kPbSVtOCf2h5Hco1p0xaFQzuS91k,Stephanie Walsh,https://play-lh.googleusercontent.com/a/AATXAJwD9Ebp7JYIcjXYwaVGtBKQ95zt9CKUGzzgeW00=mo,Fun!,5,0,1.56.0,2020-03-30,Amazing! Thanks for being a Drop member Stephanie!,2020-04-02 13:20:00
gp:AOqpTOEuxPQGK6KGwEI2DQAqDe31nNanlg12hzz8kxlyQPASu6DaU4Ef9rISe-ic6GQwnUL7m3zGw59miEDXVFc,Kalvin Calvert,https://play-lh.googleusercontent.com/a-/AOh14Gjk10hC-3wItJVPTTW9sdQE7ttUo4W-T2u2Rmt0bw,Yaaah snake,5,0,1.54.0,2020-03-15,"Hey Kalvin, so glad that you enjoy our snake game! Happy that you are a part of the Drop community :)",2020-03-20 11:12:53
gp:AOqpTOH7iADojGZsyrxzgocm7y38cFIvSVhK6-5_nEDhK_R-OSvF1g1FNgJ_3R6sJQ_xVl62UVfKMWrSMntBlsA,Claude Schaller,https://play-lh.googleusercontent.com/a-/AOh14Gh1MO6x-i0B_7s4Uet6JQ_FPFGr755Dpz_eDf85zQ,"Great app but I haven't been able to redeem for anything in quite a while. They change their rewards a lot, and it would be cool if they rotated them but instead they increased the point threshold for all gift cards, so now instead of being able to redeem at $5 or $10 you have to wait until $25 and it honestly takes too long to get there if you don't shop everywhere all the time. Would like to see lower thresholds for rewards.",3,0,1.53.0,2020-02-28,"Hey Claude, thanks for taking the time to share your feedback. There are many ways to earn points faster with new contests, boosted offers, games, surveys, offers worth over 25,000 points! Please reach out to us at support@joindrop.com with any questions. Thanks",2020-03-02 13:25:11
gp:AOqpTOEf4dD6S8cazHWP7aIRKPuQ0gA0QD1_OgKuxhE3BhJR0Y9nlMwr9K8k5G8DQPUslwsVmfVKy7e4WsNc2Y0,Mcrebel 23,https://play-lh.googleusercontent.com/a/AATXAJw3uU9JLfzFEzeOqloLecbVyuxHNj5EUlsGoAN0=mo,Keeps getting better. Would be cool if you could earn cryptocurrency too.,5,3,1.53.0,2020-03-06,"Hey Alex, thanks for the feedback about base offers! We hope you also check out the other offers available in the app and let us know what you think :)",2018-08-17 15:41:47
gp:AOqpTOGdjQuoIXGUK3568FjNiJ2f9r-TtB2FOJCxF_8YYW41V9SG7tYd7YOk3EHhmesQn2nAvKtTSY3SbeILF6I,Dustin Franklin,https://play-lh.googleusercontent.com/a/AATXAJxlua25fKyYqNYlU3Za1r-vgGXrHpR2sjus9s8Z=mo,Great app,5,1,1.53.0,2020-02-24,"Thanks for your kind words! We’re really excited to help you level up your life, and enjoy those rewards!",2020-02-26 14:43:35
gp:AOqpTOECNnmBwJn0p5pCZWolYkTVy7TE7bW_J-S2C5uYQXIeugSf4suc96Zlnx7EK0TrfHYTZr5Juiz4W5afqxU,Anthony Saad,https://play-lh.googleusercontent.com/a/AATXAJwrFGzSqzugm55bnlz_V7ZQm87powCviKVTZXli=mo,"Almost never acknowledges points without being emailed, zero customer support. A great idea if it actually worked. Update (02-12-2020): Same problem, only worse. Skipped out on giving me 5000 points. Not bad for a small gift card or 2 but dont buy into the hype.",1,2,1.51.0,2020-02-12,"Oh no, that sounds like something we should look into for you! Could you please send us an email to support@joindrop.com? If you reference your username here, or this review, that will help us make sure we have all the information to get started on investigating this. Hopefully we can straighten everything out!",2020-02-12 10:57:45
gp:AOqpTOHucfm-fDozKqTZStyg__BhM8j54WA7aVeU02HGnO96t-D3Pmlajq71N6gpg8YfH6oOuezzqGq56PnLuhI,Adam Motzer,https://play-lh.googleusercontent.com/a/AATXAJyMuvGWm-5OklDopLkJqCScZme20i2c6FaQbDBF=mo,Awesome app,5,0,1.51.0,2020-02-18,"Thanks so much Adam, that’s amazing to hear! So glad you’re part of the Drop community :)",2020-02-26 14:52:55
gp:AOqpTOGwIjrgq9KdxkdHaJvgZ_-I4P1741A4W3Ij-2eLb2UnJcJdGNSRxibhXrF_71mL2mb_StmYJwmaQxcDWbk,Londaba M,https://play-lh.googleusercontent.com/a-/AOh14GiDfrRqYQg--kBVSoqoqX2m7-iMlPE26RfU_uEHjpE,Love it,4,0,1.51.0,2020-02-11,Thanks so much! If there is any way we could make it a 5 star experience we would love to hear about it at support@joindrop.com,2020-02-12 10:56:00
gp:AOqpTOHOgkK1aFEqOr35nbBp1cFoG3NS10s45TI16z3mKWNSBroyZ5VmgEQAOaxu7BpE1jOY6maK7Vjnmmj36tU,Kyle Evans,https://play-lh.googleusercontent.com/a/AATXAJxc8Ah3sxZflWgJ4f4PY3CI5zpk9axHiGCVdP7c=mo,I cant seem to navigate or explore the app soon as i log into the app shows and loads everything then freezes up everytime ive done all i can on my end to fix this problem but no matter what i do just hangs and freezes up,1,0,1.86.0,2021-11-09,nan,NaT
gp:AOqpTOHEeZey_18iqK7xNhAgaeEHNtdUKhJ3JJtgHd8_ewL2vNB3y8zTUpHNlncZDfk__wVLGtvVZLzk7H1Uzyc,Sashy1352,https://play-lh.googleusercontent.com/a/AATXAJzMaxg30DlPpfJMTGskzFJA3_8h0LNaM28kTPAO=mo,This is a great idea. The app sometimes crashes on me though.,4,1,1.50.0,2020-01-28,Thanks so much! If there is any way we could make it a 5 star experience we would love to hear about it at support@joindrop.com. If you reach out to us we can also give you some troubleshooting tips to help if you're ever having technical difficulties with the app. Thanks for being a Drop member!,2020-01-29 11:05:12
gp:AOqpTOF_9J03822cFh-Khu7wiR16cm_AqEBQQRZXZUI-xzSlnmExN3kj79aJNF_rAD8IPPIG-GE_YVoc86scobk,Nicole Adkins,https://play-lh.googleusercontent.com/a/AATXAJx5Jv5rzXivbLNIfA9X9WKpwxO6cLIWwGe4TyDx=mo,Can someone from company please contact me!! I've tried every other option,2,0,1.50.0,2020-01-30,"Hey Nicole, we would be happy to help answer any questions you may have! Please reach us at support@joindrop.com. Thanks for being a Drop member!",2020-02-10 13:17:11
gp:AOqpTOGfF_G0xJYOxFoE0KoqHgNdlVRu6p4kTxYKowwWTAeYruhKgvMORogq5e28Op4XELv1snsOccwDb89fC8U,Nicole Pacheco,https://play-lh.googleusercontent.com/a/AATXAJwNJOHf3ZksPeLzCY1YKtDxJIuSMulb4gBjcrwW=mo,Great,5,0,1.50.0,2020-01-29,Amazing! Thanks for being a Drop member!,2020-02-10 13:17:52
gp:AOqpTOHDNV0-5hgKW3Mx3Mgtoq1REJ15iy7My1pvkiGkbXY8CyiTw0RJTsiR6KUsKwc7wbdOdJCzhs4uHvCKkLc,Robin Yost,https://play-lh.googleusercontent.com/a-/AOh14GgfPCmoCH0kyPT8EebUlGhn99s2X5jNIrmrQbn1yA,Great App,5,0,1.49.0,2020-01-20,"Thanks so much Robin, that’s amazing to hear! So glad you’re part of the Drop community :)",2020-01-21 15:56:55
gp:AOqpTOHmZAL5usLdcKsocWkuFrAzuUvDOwRskRMQrvB8UeqwJyuIG_4p4cZmBp49n7gFf0dT35U_LZhDgJeR2-8,Jennie Mapes,https://play-lh.googleusercontent.com/a-/AOh14GjJ6B94Iz52yIvcY6MRBIBoJzi_YjPnuEs18Ga1WQ,"I've said it before, just updating my review, but the fact that the point value for a certain gift card keeps changing is beyond frustrating. I was no where close to getting any of the $25 or more gift cards, nor did I want them, but the card I did want to get required spending through this app. So I did, and now the card I want is only for $50. I just want to cash out my points and leave, but the price keeps changing! Stop changing them!! Also, the app takes WAY too long to load.",1,12,1.47.0,2019-12-24,"Hey there, we’re really sorry to hear you’re having a bad experience with us. If you would like to send us a message, including this username or a reference to this review, at support@joindrop.com we would be happy to go over the policy change and your options. Thanks for being a Drop member :)",2020-01-06 16:55:00
gp:AOqpTOHtTAajTwgR7jIrTYgrTEqhv0QBV4cqpC_nveK8Dler03YoAYY3zruQ_jb9gx1zY03wkOtEgypZ9owmung,Debanjan Dey,https://play-lh.googleusercontent.com/a-/AOh14Gh7iW0XtZNGbRiZaTEn8O_NaojuQ07uUoaqR-kY6cc,"The app works smoothly and is very fast and easy to use. The developers keep improving the app and are very responsive to feedback. Right now the only problem I have with that app that only the latest 20 transactions that earned Drop points, can be seen. The app does not let you scroll down further like previously.",5,13,1.47.0,2019-12-30,"Hey Debanjan, thanks so much for the thorough feedback. We'll be taking this into consideration as we continue improving the app!",2018-08-10 13:57:49
gp:AOqpTOFKT7qlA-9qt3nqmZ0SnqDwiwmTXSizwIf9I8nLvD6HwNVWgMQqsbaZbmoQux3QkvkVEPCX1Z1QJj0OHQk,Robert Burdsall,https://play-lh.googleusercontent.com/a/AATXAJz5d7ogVNwmkv1Ltb12FnOxPOBwBAPd01EHjtLs=mo,UPDATE AS 01/2020 -------- Uhg! What happened to this app!?! It use to be amazing but has slowly declined in my eyes. They use to be a great card linked app that gave you points for stuff you bought in store. Now they are for the most part another pay through us and we give you points place. Apart from your initial offers that is BUT they've drastically cut back on those to. You now get far less then 1% back on in store purchases. I use to bogey 1.2% on Starbucks. Not good at all. Disappointed.,2,2,1.47.0,2020-01-10,"Hey Robert,

Thanks for the feedback - we're so happy to hear that you're enjoying Drop! We assure you that we're working on something very special that will address your concern about changing ongoing offers. We're hoping to roll this out in the new year, so keep an eye out!

Thanks for being a member, and happy earning!",2017-12-07 18:09:21
gp:AOqpTOGv34SraXyBpIRHvO9GD2m4NkmoAxfReoOGwZOtwx7Hw8BJ2EUDmfKbH939rJyESyQuOhow4iZBv3ONIr4,Rhonda Daniel,https://play-lh.googleusercontent.com/a-/AOh14GipkuoBNCIv3ZkSufk-lWI3R1lLs9dwZ_N784q6hXU,"This is the first cash back type of app that I've ever been excited to use. The rewards are good enough to make it easy to remember to go to drop before I shop, & sometimes when I'm not even shopping, just to see what's new. They have most of the sites I'm shopping on anyways, so it's awesome to get rewarded for something I was doing already for free. So far, I've received over $450 in cash back, and I didn't do anything extra, or have to submit anything. It was so easy. I love it!!",5,102,1.85.0,2021-10-31,"Hey Rhonda, thanks for sharing your feedback. We'd be more than happy to guide you on how to easily earn enough points to get to your next reward. We have plenty of boosted offers, games, contests, surveys, offers over 25,000 points and more. Please reach us at support@joindrop.com if you have any questions. Have a great day!",2020-04-02 13:25:49
gp:AOqpTOH520Suvsxgqu6it0kVF2tQa2vBe8Uun3JIDLPDs8DjW4Fry_VKvB92K4UU3beJLk0DIpyXDGQKIUbRF8s,Lisa Sabo,https://play-lh.googleusercontent.com/a/AATXAJzcjOyV0UgCtbWlqj3PKt97kXmT6tcDT2KsqO4P=mo,"This app takes too much effort to make it work. I was using the app for 3 days in total and it unlinked my bank account twice in 3 days, making me link it over again. Problem #2 is that I always shop using my credit card to get points. I tried to connect my credit card along with my bank account and there was no possible way to do this. I contacted support and was told that it wasn't possible because my well known bank wouldn't allow it which makes this app unusable for me to shop with.",1,62,1.85.0,2021-11-01,nan,NaT
gp:AOqpTOFTgx729LBiuEfHwWG7b4sBz80DVaaIV7TQC6Z4kBloO3t_b21obPKBJs9Zj2wd32_qT-XEOB2U_iv6b48,Rawle C,https://play-lh.googleusercontent.com/a-/AOh14GjtI52ueqVYq9hkXI3lZezXlUwRf6kIfC9dEYY7PA,"Takes about 5 minutes to boot, tapping any button takes about 20 seconds to respond then if you're lucky, it takes 30 seconds to load your selection, most often it won't load at all. Can't rate the service offered, the app was impossible to use. Maybe its device requirement issue, but I have similar apps that work fine.",1,24,1.86.0,2021-11-09,nan,NaT
gp:AOqpTOGS2OKLj2Pe6qXjgA52GBAm3dDAQ5nPqCKo3jVy47LmtbiZ3JgT_kkFTwJAflxYTKI4lSkte_qUHf2BssI,Julie Tucker,https://play-lh.googleusercontent.com/a-/AOh14GjhyNq37kUdshPKTweHUpKnnufIWI-4QYC9E20xaA,"I've been using the app for a while now, and generally it works as expected. But the points for game downloads is BS. I currently have 2 pending transactions that should have been rewarded and I've submitted tickets. Their response is ""wait and see"". Shouldn't have to wait past the grace period if I can prove all requirements are met.",3,73,1.85.0,2021-10-22,nan,NaT
gp:AOqpTOG6S8BTJP_h2MW5RgpjDilg99ak0uXKZjFELPDMnJUy2OHvINBe2fjp3ICDmupWc8LSfFHAHw0BhwvC6bg,Romy C,https://play-lh.googleusercontent.com/a-/AOh14GipiBoaqmq4GuQ7jpes_UI3mUmugKLUMoX9IKmgQg,Great rewards app. Definitely recommend.,5,0,1.86.0,2021-11-05,nan,NaT
gp:AOqpTOEXXQJYm6P-F2jIRMrXvH8im_yrzRVULHbqik2dHsSBcaOQV2Ry_NQ_zZGLW5jizsk2MkR1yBVWHYy4nCQ,lauren,https://play-lh.googleusercontent.com/a-/AOh14GgiO0K3DH5gPfKBe9pHjLcrhJhpti6jEXXFZxigRW4,"Since they changed the offers from being good for a month - 45 days to being good for 7 days I do not get my target points because it would take them 14 plus days to go through. Because I do a lot of shopping there especially during the holidays I hardly get any points. I haven't received points from targwt in 2 months, whenever they updated the app and changed the way offers last.",1,4,1.86.0,2021-11-15,"Thanks so much for reaching out. We’re working hard to make this the best app it can be, and we couldn’t do it without the feedback from members like you. We would love to hear more at support@joindrop.com if you have time to go into more details! We can also look into Groupon for you :)",2020-01-03 14:14:52
gp:AOqpTOFUWp-fyPQ9K96d_8-7kEdjeGwMA8dPQy1CiToRI9PduOH3H_cmnzIkh0_adglhkeAR2osItTjamNx28qI,Tonia,https://play-lh.googleusercontent.com/a-/AOh14Gg3q3XK2ERMfYNqageonIkFlSmMB1hV8-Y9RLwL1Q,"Well i can only rate it as a one star due to tha fact that everytime i open the app, the multiple times i have downloaded it and uninstalled, again and again. I have not been able to get anywhere it keeps freezing my screen up. I thought maybe if i wait a bit they will fix this glitch and ill be actually able to use an app that will link with amazon. But, sadly no it hasnt been fixed in the almost 6 months ive waited. Hope this grabs your attention so this problem can get solved.",1,54,1.85.0,2021-10-22,nan,NaT
gp:AOqpTOGoh3RMNVMvQ9ExducEN60kB5yoaKP9WDE9OzzgSI6JHSY9TMmM-TIVrWQIEHTh5_opENuasv4zJTxRsNI,Stephen Cox,https://play-lh.googleusercontent.com/a/AATXAJyuAg86Q85IP4Uk1M6doQv7zqtkxbfuyDwUGb-8=mo,"I wrote detailed review but Google didn't save it so here's the summary. Rewards linked to cards work as advertised and are great! The surveys are misleading and need to be completely reworked. I've done multiple surveys to full completion and never received the advertised points ""as I didn't fit what the survey was looking for"". That's a lame method to trick people into doing the questionnaires. Update the points to show the points range you can earn. Otherwise, it's just deceptive marketing",2,62,1.85.0,2021-10-30,nan,NaT
gp:AOqpTOEDj4owyH62a_3i5HxbTWTgQ4l9EyXeS8fDkO72QHunNV_25HeVaRhMSFLRl7wFqV5y7hRaekJBYoUiZKQ,Cassie Chapman-Moore,https://play-lh.googleusercontent.com/a/AATXAJygyBHGxnuTe3lrofJix8M8dZFChteAB9f5AtAN=mo,"Painfully slow, essentially useless. Kept unlinking my accounts, so I was missing out on points, then finally decided it's ""incompatible"" with my bank. Customer service isn't great; took forever to answer my emails, suggested removing bank security procedures to link to the app. Erm, no. Not worth the effort.",2,23,1.85.0,2021-10-25,nan,NaT
gp:AOqpTOHsdVYkny__aOkrYPhjJstZ7SNMCYUDZCx1q5mf4-jBGSqgZza8qBcPQq7VIMezmGiRNY3vbVc3Z9GiWsY,Vanessa Solis,https://play-lh.googleusercontent.com/a-/AOh14GhvWWLKpznHuuscziwjMcs1XJ3ntY0GFvkKVAPbveQ,"I've been using Drop for at least 3 years now & it's changed so much, in a negative way. The app continues 2 lag, which it has been for the past 1-2 years. CS has gone downhill. It takes at least a week or 2 to get a response, which doesn't necessarily mean ur issue has been revolved. Bonus points from the Tuesday spin almost always doesn't show up after making a purchase during the window 2 get the bonus. And bonuses on purchases sometimes doesn't reflect & CS has no clue what u r talking about",1,18,1.86.0,2021-11-13,nan,NaT
gp:AOqpTOHc7UQqDsFrddLYpbk90yW_jWtl04Y8yxWVD990upQOoac5_yE9rV6uNaGY_C8M38-4FwOzjlPxV2JJ43k,Benjamin Perkins,https://play-lh.googleusercontent.com/a-/AOh14GiJk6Yiao6sxxBsJOY9K7D2Zam9OZ2TDJYCsnCW7Q,"Can't even get it working...it's just stuck on the welcome section with the 4 bubbles explaining data usage and privacy. Very Frustrating!!! Support hasn't responded with anything more than ""Uninstall, reinstall, try again"". SO Helpful...",1,10,1.85.0,2021-10-25,"Hi there, we'd like to get this working for you. Could you please send us an email to support@joindrop.com? Please reference this review, that will help us make sure we have all the information to get started on investigating this. Hopefully, we can get you set up to start earning and redeeming!",2021-10-26 16:27:51
gp:AOqpTOEIkKRPTDNNMUs79ggnlMBQQDR0MJJucdrlTxUqSO-JKPlhqCFAs_t2cwA_B8BIe_aYx4XzcibJomEXmoM,j s,https://play-lh.googleusercontent.com/a-/AOh14GhNBnD9nxtYRWY8ZbOTOTZ-7rJAhgVYq3zRxts,I did enjoy this app but I started taking surveys and even though I completed 100% of the survey they aren't giving the correct amount of points as a reward. I know they end early and you get half points but almost everytime I'm completed a full survey they aren't giving the proper rewards for it ..something is messaged up with their system,2,5,1.86.0,2021-11-05,nan,NaT
gp:AOqpTOEUI_z606-menwtL4im78Yk873-GHQLOVCO-swcuS7IsC-AqY5Vmbk24AUviGMkenLjYjguFtGhp13Kb2s,Tanya Lavoie,https://play-lh.googleusercontent.com/a/AATXAJxXD2MYDyJW1Ws9b0K24IjG2qjET02yRK2sBSKB=mo,"The app is great reward wise. But it so slow to load and sometimes crashes. If you don't have patience, don't bother cause you will smash your phone into 1000 pieces.",3,0,1.86.0,2021-11-15,nan,NaT
gp:AOqpTOEtDMtfrKkqlTHkh6aqQYuxSwZfquO7cM3uPhJ7we4XKtjeFWP9IL9fONP0hlwWLdKhygbLJHPSqgnon9Y,Amy Jo Short Armstead,https://play-lh.googleusercontent.com/a-/AOh14GjvxLdhGOFw0s7WHClgXUZjDWWGJCOCfqz0EJI8Dg,"Although I have cashed out several times and have enjoyed using Drop, the app is PAINFULLY slow!... (perhaps the word painfully doesn't even suffice!) It is debatable as to whether or not it's even worth using for the time spent loading!",2,8,1.85.0,2021-10-29,nan,NaT
gp:AOqpTOFVRn8yprSz6F_awxzuIqrR-yJppZBbei2QNkTUNbKDQltkoD8zfkfNyiU15YJzfSjTaR28m33tEmVRiaI,Gideon Williams,https://play-lh.googleusercontent.com/a-/AOh14Gh1PLiId5_FEBiZvY_RB2f4IgdiOaGOrjO2WqE60A,Love this app. I have used a few apps that are supposed to help make you money and this one is the only one that delivers! Definitely recommend. Good platform and user interface. Good service!,5,3,1.86.0,2021-11-03,nan,NaT
gp:AOqpTOGpVkmpxi1zJ311BsOMaNolB_UUINlzi-_yJA6gPv2srL1tqybqhdnD7cWUh-MT5jjx3gopG9lIInI05u8,Rachel Zeko,https://play-lh.googleusercontent.com/a/AATXAJxYAnX2MZxDovzSQRNM2krsdXHJxWlZMvpFPvDk=mo,"I never receive points for completed games or surveys. Spend 20 minutes on a survey, almost to the end only to earn 17 points. Waste of time. I have completed multiple games months ago and still never received points or even a response from customer service.",1,2,1.86.0,2021-11-05,"Hi there, we'd like to make this right for you. Could you please send us an email to support@joindrop.com? Please reference this review, that will help us make sure we have all the information to get started on investigating this. Hopefully, we can straighten everything out!",2021-11-07 15:37:59
gp:AOqpTOGuosYiRpNdfYCEPUm2KmDUcU1qXuOCgOi1isKDj9toLxqF7ej1m3a0nuESa4iJk_0lc8muBL9wC8ACrX8,Gina K,https://play-lh.googleusercontent.com/a-/AOh14GiH7I6NY_Fj-gUh7DT7OnJ_fv0XHkoR7UO8hyhT,"This is by far the best money making app I have ever downloaded. I've made over $300 from just doing surveys and playing games. Plus, whenever I have an issue I can email Drop's support team and they solve my problem usually within 24 hours. I don't post a lot of positive reviews, but I'm so happy with this app I had to show my appreciation somehow.",5,8,1.84.0,2021-10-14,nan,NaT
gp:AOqpTOGpcP--sRfJeYmQkoNNiO-aD3TmqrA4r2brbYsfLUNWI7U9Rq7Q0ZQ-N24ucde-9U-72LBhvlc5Y9CCfaA,Scott Tracey,https://play-lh.googleusercontent.com/a-/AOh14GjaJcX74ohVSeEZa7sLWG4hqIHSbcPm28HVcWs75g,Terrible app I downloaded it through another rewards app with the promise of points with a linked debit card I completed all the requirements and never received my reward I tried to contact customer support through said rewards app and was denied my claim even after I showed proof try to contact customer support in app and was ignored no reply whatsoever don't want to make good on their end of the deal but I bet they sure are still collecting my data and selling it bunch of crooks if you ask me,1,4,1.86.0,2021-11-04,"Hi Scott, thanks for reaching out. We weren't able to confirm any tickets sent into our support through the email attached to your account, but we'd be happy to look into this for you. Please reach out to support@joindrop.com, providing a few details about what you're experiencing, and we'll look into this from there. Hope to hear from you soon!",2021-11-04 11:23:01
gp:AOqpTOFhAnmDvEebgDSl7R1HZgQyam3j45tz_vLvbBY24259C4XWE2jIsunNNkugX2NQhSUKhnL2eIO22KeC3Yo,Kolton Sellers,https://play-lh.googleusercontent.com/a-/AOh14GhzKG3HH7Ps-O4ej6fWI7Kz_oGv_PCfMYIeLah-Og,It has gotten much better recently. You can actually get a gift card or two every month for using it when shopping without needing to download all the games and bloatware advertised in the app. Stick to the shopping side of the app and it's good.,5,4,1.85.0,2021-10-26,nan,NaT
gp:AOqpTOHpYdAAAQ1eMssjtvsbxu711K9DsT05WXFFc6owivVBV3J7xQAUc3Ls3PQlK-rnNWtCoEnczfh5pdMt4so,Aja Burke,https://play-lh.googleusercontent.com/a/AATXAJxH8Trfc1LeGXHi_dciideME46Z_2DM5Saq1VuX=mo,"With no help what so ever and the suck thing is, it looks like a great app. I cant navigate it though. To much lag. I've already uninstalled it a couple of time dumped cache just gonna let this one go. They won't even answer my plea. Uninstalling, space taker. God Bless you.",1,16,1.85.0,2021-10-28,nan,NaT
